ip_address,ip_type,region
104.28.28.83/32,IPv4,NZ-CAN
104.28.28.84/32,IPv4,NZ-CAN
104.28.29.63/32,IPv4,NZ-CAN
104.28.29.64/32,IPv4,NZ-CAN
104.28.35.70/32,IPv4,NZ-CAN
104.28.35.71/32,IPv4,NZ-CAN
104.28.90.66/32,IPv4,NZ-CAN
104.28.90.67/32,IPv4,NZ-CAN
104.28.125.70/32,IPv4,NZ-CAN
104.28.125.71/32,IPv4,NZ-CAN
104.28.146.181/32,IPv4,NZ-CAN
2606:54c0:4e18::/45,IPv6,NZ-CAN
2606:54c0:4e20::/45,IPv6,NZ-CAN
2606:54c3:0:1198::/64,IPv6,NZ-CAN
2606:54c3:0:12da::/64,IPv6,NZ-CAN
2a09:bac2:4e18::/45,IPv6,NZ-CAN
2a09:bac2:4e20::/45,IPv6,NZ-CAN
2a09:bac3:4e18::/45,IPv6,NZ-CAN
2a09:bac3:4e20::/45,IPv6,NZ-CAN
2a04:4e41:120:1000::/52,IPv6,NZ-CAN
2a04:4e41:1a0:1000::/52,IPv6,NZ-CAN
2a04:4e41:4cc0:1000::/52,IPv6,NZ-CAN
2a04:4e41:6800:1000::/52,IPv6,NZ-CAN
140.248.11.4/31,IPv4,NZ-CAN
146.75.190.14/31,IPv4,NZ-CAN
146.75.216.4/31,IPv4,NZ-CAN
146.75.219.4/31,IPv4,NZ-CAN
